ID|Posicion|Rol|Sociedad|DescSociedad|Division|DescDivision
1127|Analista Sed y Antojo|Z_REP_ESTAT_ART|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1128|Analista Sed y Antojo|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1129|Analista Sed y Antojo|Z_CARGA_CONVENIOS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1130|Analista Sed y Antojo|Z_EJEC_CATEG_OS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1131|Analista Sed y Antojo|Z_REP_RESP_PEDIDA|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1132|Analista Sed y Antojo|Z_EXCEDENTES_SUC|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1133|Analista Sed y Antojo|Z_REP_AUDIT_PRECIOS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1134|Analista Sed y Antojo|Z_COMUN|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1135|Analista Sed y Antojo|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1136|Analista Sed y Antojo|Z_CONSULTA_VX|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1137|Analista Sed y Antojo|Z_SOLICITANTE_VX|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1138|Analista Sed y Antojo|Z_SOLICITANTE_VX_COMP1|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1139|Analista Sed y Antojo|Z_REPORTE_EXISTENCIAS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1140|Analista Sed y Antojo|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1141|Analista Sed y Antojo|Z_BC_LSMW|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1142|Analista Sed y Antojo|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1143|Analista Sed y Antojo|Z_CARGA_CONVENIOS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1144|Analista Sed y Antojo|Z_COMUN|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1145|Analista Sed y Antojo|Z_EJEC_CATEG_OS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1146|Analista Sed y Antojo|Z_REP_RESP_PEDIDA|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1147|ANALISTA SOPORTE FARMACIA|Z_ADM_PROY_PS_IND|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1148|ANALISTA SOPORTE FARMACIA|Z_COMUN|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1149|ANALISTA SOPORTE FARMACIA|Z_WORKFLOW_AUTOMATICO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1150|ANALISTA SOPORTE OPERATIVO|Z_ABASTO|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1151|ANALISTA SOPORTE OPERATIVO|Z_ABASTO_1|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1152|ANALISTA SOPORTE OPERATIVO|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1153|ANALISTA SOPORTE OPERATIVO|Z_COMUN|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1154|ANALISTA SOPORTE OPERATIVO|Z_MASS|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1155|ANALISTA SOPORTE OPERATIVO|Z_REPORTE_INGRESOS|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1156|ANALISTA VENTAS DM|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1157|ANALISTA VENTAS DM|Z_BC_LSMW|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1158|ANALISTA VENTAS DM|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1159|ANALISTA VENTAS DM|Z_COMUN|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1160|ANALISTA VENTAS DM|Z_CONSULTA_VX|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1161|ANALISTA VENTAS DM|Z_EJEC_CATEG_FARMA_FEMCO|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1162|ANALISTA VENTAS DM|Z_REP_AUDIT_PRECIOS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1163|ANALISTA VENTAS DM|Z_SOLICITANTE_VX|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1164|ANALISTA VENTAS DM|Z_SOLICITANTE_VX_COMP1|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1165|ANALISTA VENTAS FARMA|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1166|ANALISTA VENTAS FARMA|Z_BC_LSMW|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1167|ANALISTA VENTAS FARMA|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1168|ANALISTA VENTAS FARMA|Z_COMUN|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1169|ANALISTA VENTAS FARMA|Z_EJEC_CATEG_FARMA_FEMCO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1170|ANALISTA VENTAS FARMA|Z_SOLICITANTE_VX|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1171|ANALISTA VENTAS FARMA|Z_SOLICITANTE_VX_COMP1|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1172|ANALISTA VENTAS FARMA|Z_CONSULTA_VX|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1173|ANALISTA VENTAS FARMA RX|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1174|ANALISTA VENTAS FARMA RX|Z_BC_LSMW|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1175|ANALISTA VENTAS FARMA RX|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1176|ANALISTA VENTAS FARMA RX|Z_COMUN|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1177|ANALISTA VENTAS FARMA RX|Z_CONSULTA_VX|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1178|ANALISTA VENTAS FARMA RX|Z_EJEC_CATEG_FARMA_FEMCO|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1179|ANALISTA VENTAS FARMA RX|Z_REP_AUDIT_PRECIOS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1180|ANALISTA VENTAS FARMA RX|Z_SOLICITANTE_VX|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1181|ANALISTA VENTAS FARMA RX|Z_SOLICITANTE_VX_COMP1|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1182|ANALISTA VENTAS FARMA RX|Z_REPORTE_PROMOCIONES|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1183|ANALISTA VENTAS FARMA RX|Z_REPORTE_COMBOS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1184|ANALISTA VENTAS FARMA RX|Z_ART_CATALOG|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1185|ANALISTA VENTAS HCP Y BEBES|Z_VISTA_ACTUALIZACION|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1186|ANALISTA VENTAS HCP Y BEBES|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1187|ANALISTA VENTAS HCP Y BEBES|Z_BC_LSMW|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1188|ANALISTA VENTAS HCP Y BEBES|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1189|ANALISTA VENTAS HCP Y BEBES|Z_COMUN|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1190|ANALISTA VENTAS HCP Y BEBES|Z_CONSULTA_VX|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1191|ANALISTA VENTAS HCP Y BEBES|Z_EJEC_CATEG_FARMA_FEMCO|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1192|ANALISTA VENTAS HCP Y BEBES|Z_REP_AUDIT_PRECIOS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1193|ANALISTA VENTAS HCP Y BEBES|Z_SELLOUT_MONITOREO|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1194|ANALISTA VENTAS HCP Y BEBES|Z_SOLICITANTE_VX|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1195|ANALISTA VENTAS HCP Y BEBES|Z_SOLICITANTE_VX_COMP1|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1196|ANALISTA VENTAS HCP Y BEBES|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1197|ANALISTA VENTAS HCP Y BEBES|Z_BC_LSMW|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1198|ANALISTA VENTAS HCP Y BEBES|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1199|ANALISTA VENTAS HCP Y BEBES|Z_COMUN|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1200|ANALISTA VENTAS HCP Y BEBES|Z_CONSULTA_VX|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1201|ANALISTA VENTAS HCP Y BEBES|Z_EJEC_CATEG_FARMA_FEMCO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1202|ANALISTA VENTAS HCP Y BEBES|Z_REP_AUDIT_PRECIOS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1203|ANALISTA VENTAS HCP Y BEBES|Z_SOLICITANTE_VX|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1204|ANALISTA VENTAS HCP Y BEBES|Z_SOLICITANTE_VX_COMP1|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1205|ANALISTA VENTAS HCP Y BEBES|Z_SELLOUT_MONITOREO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1206|ANALISTA VENTAS HCYP Y BEBES|Z_CONSULTA_VX|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1207|ANALISTA VENTAS HCYP Y BEBES|Z_SOLICITANTE_VX|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1208|ANALISTA VENTAS HCYP Y BEBES|Z_SOLICITANTE_VX_COMP1|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1209|ANALISTA VENTAS HCYP Y BEBES|Z_ANALISTA_FEMCO|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1210|ANALISTA VENTAS HCYP Y BEBES|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1211|ANALISTA VENTAS HCYP Y BEBES|Z_BC_JOBS_MODIF_PED_COMPRA|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1212|ANALISTA VENTAS HCYP Y BEBES|Z_BC_LSMW|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1213|ANALISTA VENTAS HCYP Y BEBES|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1214|ANALISTA VENTAS HCYP Y BEBES|Z_COMUN|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1215|ANALISTA VENTAS HCYP Y BEBES|Z_EJEC_CATEG_FARMA_FEMCO|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1216|ANALISTA VENTAS HCYP Y BEBES|Z_ENC_CATALOGOS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1217|ANALISTA VENTAS HCYP Y BEBES|Z_REP_AUDIT_PRECIOS|01|FARMACON, S.A. DE C.V|K043|STFE FARMACON NACIONAL
1218|ANALISTA VENTAS HCYP Y BEBES|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1219|ANALISTA VENTAS HCYP Y BEBES|Z_BC_LSMW|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1220|ANALISTA VENTAS HCYP Y BEBES|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1221|ANALISTA VENTAS HCYP Y BEBES|Z_COMUN|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1222|ANALISTA VENTAS HCYP Y BEBES|Z_EJEC_CATEG_FARMA_FEMCO|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1223|ANALISTA VENTAS HCYP Y BEBES|Z_REP_AUDIT_PRECIOS|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1224|ANALISTA VENTAS HCYP Y BEBES|Z_REP_ESTAT_ART|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1225|ANALISTA VENTAS HCYP Y BEBES|Z_SOLICITANTE_VX|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1226|ANALISTA VENTAS HCYP Y BEBES|Z_SOLICITANTE_VX_COMP1|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1227|ANALISTA VENTAS HCYP Y BEBES|Z_SOLICITANTE_VX_TEMP|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1228|ANALISTA VENTAS HCYP Y BEBES|Z_CONSULTA_VX|01|FARMACON, S.A. DE C.V|K044|STFG FARMACON NACIONAL
1229|ASESOR TI|Z_ACCESO_DOCU_JST|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1230|ASESOR TI|Z_ADM_PROY_PS_IND|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1231|ASESOR TI|Z_COMUN|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1232|ASESOR TI|Z_WORKFLOW_AUTOMATICO|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1233|ASESOR TI|Z_ACCESO_DOCU_JST|01|FARMACON, S.A. DE C.V|K016|Farm Guadalajara
1234|ASESOR TI|Z_ADM_PROY_PS_IND|01|FARMACON, S.A. DE C.V|K016|Farm Guadalajara
1235|ASESOR TI|Z_COMUN|01|FARMACON, S.A. DE C.V|K016|Farm Guadalajara
1236|ASESOR TI|Z_WORKFLOW_AUTOMATICO|01|FARMACON, S.A. DE C.V|K016|Farm Guadalajara
1237|AUDITOR INVENTARIOS|Z_ADM_VISUALIZAR_CCF|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1238|AUDITOR INVENTARIOS|Z_ADMIN_DF_AUDITORIA|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1239|AUDITOR INVENTARIOS|Z_AUX_COMPRAS_NO_FARMA|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1240|AUDITOR INVENTARIOS|Z_AUX_COMPRAS_NO_FARMA_1|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1241|AUDITOR INVENTARIOS|Z_AUXILIAR_INVENTARIOS|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1242|AUDITOR INVENTARIOS|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1243|AUDITOR INVENTARIOS|Z_BC_JOBS_TODOS|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1244|AUDITOR INVENTARIOS|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1245|AUDITOR INVENTARIOS|Z_COMUN|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1246|AUDITOR INVENTARIOS|Z_CONTADOR_VM|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1247|AUDITOR INVENTARIOS|Z_CONTADOR_VM_COMP1|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1248|AUDITOR INVENTARIOS|Z_COORD_INVENTARIOS|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1249|AUDITOR INVENTARIOS|Z_JEFE_ABASTOS|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1250|AUDITOR INVENTARIOS|Z_JEFE_ABASTOS_1|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1251|AUDITOR INVENTARIOS|Z_JEFE_INVEN_AUDIT_OP_LIM|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1252|AUDITOR INVENTARIOS|Z_JEFE_INVEN_AUDIT_OP_LIM_COM1|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1253|AUDITOR INVENTARIOS|Z_MOD_MATERIAL|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1254|AUDITOR INVENTARIOS|Z_TRASP_MASIVO_CENTROS|01|FARMACON, S.A. DE C.V|K029|Farm Cd Mexico
1255|AUDITOR SINIESTROS|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1256|AUDITOR SINIESTROS|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1257|AUDITOR SINIESTROS|Z_COMUN|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1258|AUDITOR SINIESTROS|Z_JEFE_INVEN_AUDIT_OP_LIM|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1259|AUDITOR SINIESTROS|Z_JEFE_INVEN_AUDIT_OP_LIM_COM1|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1260|AUDITOR SINIESTROS|Z_ADM_VISUALIZAR_CCF|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1261|AUXILIAR|Z_BC_JOBS|187|Femsa Servicios|A003|STFO OFICINA SERVICIOS
1262|AUXILIAR|Z_COMUN|187|Femsa Servicios|A003|STFO OFICINA SERVICIOS
1263|AUXILIAR|Z_FIN_ANALISTA_FISCAL|187|Femsa Servicios|A003|STFO OFICINA SERVICIOS
1264|AUXILIAR|Z_FISCAL_CONT_ESPECIAL|187|Femsa Servicios|A003|STFO OFICINA SERVICIOS
1265|AUXILIAR|Z_FISCAL_CONT_ESPECIAL_1|187|Femsa Servicios|A003|STFO OFICINA SERVICIOS
1266|AUXILIAR ABASTO|Z_BC_JOBS|F099|OXXO|A311|CED PUEBLA
1267|AUXILIAR ABASTO|Z_BC_LSMW|F099|OXXO|A311|CED PUEBLA
1268|AUXILIAR ABASTO|Z_BC_QUERIES|F099|OXXO|A311|CED PUEBLA
1269|AUXILIAR ABASTO|Z_CARGA_PROMOCION|F099|OXXO|A311|CED PUEBLA
1270|AUXILIAR ABASTO|Z_COMUN|F099|OXXO|A311|CED PUEBLA
1271|AUXILIAR ABASTO|Z_JEFE_ABASTOS|F099|OXXO|A311|CED PUEBLA
1272|AUXILIAR ABASTO|Z_JEFE_ABASTOS_1|F099|OXXO|A311|CED PUEBLA
1273|AUXILIAR ABASTO|Z_JEFE_COMPRAS_FARMA|F099|OXXO|A311|CED PUEBLA
1274|AUXILIAR ABASTO|Z_LLENADO_CANAL|F099|OXXO|A311|CED PUEBLA
1275|AUXILIAR ABASTO|Z_REP_COBERTURA|F099|OXXO|A311|CED PUEBLA
1276|AUXILIAR ACTIVO FIJO|Z_ACCESO_DOCU_JST|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1277|AUXILIAR ACTIVO FIJO|Z_ADM_CONTA_COMP_CUENTAS|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1278|AUXILIAR ACTIVO FIJO|Z_ADM_CONTA_COMP_CUENTAS_COMP1|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1279|AUXILIAR ACTIVO FIJO|Z_ADM_CONTADOR_GERENTES|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1280|AUXILIAR ACTIVO FIJO|Z_ADM_PROY_PS_IND|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1281|AUXILIAR ACTIVO FIJO|Z_ADM_VISUALIZAR_CCF|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1282|AUXILIAR ACTIVO FIJO|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1283|AUXILIAR ACTIVO FIJO|Z_COMUN|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1284|AUXILIAR ACTIVO FIJO|Z_WORKFLOW_AUTOMATICO|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1285|AUXILIAR ACTIVO FIJO|Z_REPORTE_SI|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1286|AUXILIAR ACTIVO FIJO|Z_PRESUPUESTO|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1287|AUXILIAR ACTIVO FIJO|SAP_UI2_USER_700|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1288|AUXILIAR ACTIVO FIJO|Z_ACC_APLIC_FIORI|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1289|AUXILIAR ACTIVO FIJO|Z_ACC_APLIC_FIORI_COM1|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1290|AUXILIAR ACTIVO FIJO|Z_ADM_PROY_PS_APR_IND|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1291|AUXILIAR ACTIVO FIJO|Z_ADM_PROY_PS_MM_IND|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1292|AUXILIAR ACTIVO FIJO|Z_APRUEBA_FIORI|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1293|AUXILIAR ACTIVO FIJO|Z_COMPRAS_MM_IND|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1294|AUXILIAR ACTIVO FIJO|Z_COMPRAS_MM_IND_COM1|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1295|AUXILIAR ACTIVO FIJO|Z_DATOS_MAESTROS_MM_IND|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1296|AUXILIAR ACTIVO FIJO|Z_PATRIMONIO_ACT_FIJO|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1297|AUXILIAR ACTIVO FIJO|Z_RECEPCION_MM|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1298|AUXILIAR ACTIVO FIJO|Z_REPORTES_MM_IND|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1299|AUXILIAR ACTIVO FIJO|Z_SOLICITUDES_MM_IND|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1300|AUXILIAR ACTIVO FIJO|Z_SOLICITUDES_MM_IND_COM1|01|FARMACON, S.A. DE C.V|K003|Farm Culiacan
1301|AUXILIAR ACTIVO FIJO|Z_ACCESO_DOCU_JST|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1302|AUXILIAR ACTIVO FIJO|Z_ADM_PROY_PS_IND|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1303|AUXILIAR ACTIVO FIJO|Z_ADM_VISUALIZAR_CCF|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1304|AUXILIAR ACTIVO FIJO|Z_AUX_ACTIVO_FIJO_ZONAS|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1305|AUXILIAR ACTIVO FIJO|Z_AUX_ACTIVO_FIJO_ZONAS_COMP1|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1306|AUXILIAR ACTIVO FIJO|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1307|AUXILIAR ACTIVO FIJO|Z_COMUN|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1308|AUXILIAR ACTIVO FIJO|Z_WORKFLOW_AUTOMATICO|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1309|AUXILIAR ACTIVO FIJO|Z_OBJ_ZAUTCO|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1310|AUXILIAR ACTIVO FIJO|Z_BC_LSMW|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1311|AUXILIAR ACTIVO FIJO|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1312|AUXILIAR ACTIVO FIJO|Z_JEFE_INVEN_AUDIT_OP_LIM|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1313|AUXILIAR ACTIVO FIJO|Z_JEFE_INVEN_AUDIT_OP_LIM_COM1|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1314|AUXILIAR ACTIVO FIJO|Z_REPORTE_SI|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1315|AUXILIAR ACTIVO FIJO|Z_ROLLOUT_JPINA|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1316|AUXILIAR ACTIVO FIJO|Z_SM35|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1317|AUXILIAR ACTIVO FIJO|Z_TRASPASO|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1318|AUXILIAR ACTIVO FIJO|Z_VISUALIZAR_SALDOS|01|FARMACON, S.A. DE C.V|K019|Farm Mérida
1319|AUXILIAR ADMINISTRATIVO|Z_ADM_VISUALIZAR_CCF|01|FARMACON, S.A. DE C.V|K011|Farm La Paz
1320|AUXILIAR ADMINISTRATIVO|Z_BC_JOBS|01|FARMACON, S.A. DE C.V|K011|Farm La Paz
1321|AUXILIAR ADMINISTRATIVO|Z_BC_QUERIES|01|FARMACON, S.A. DE C.V|K011|Farm La Paz
1322|AUXILIAR ADMINISTRATIVO|Z_COMUN|01|FARMACON, S.A. DE C.V|K011|Farm La Paz
1323|AUXILIAR ADMINISTRATIVO|Z_COORD_CREDITO_COBRANZA|01|FARMACON, S.A. DE C.V|K011|Farm La Paz
1324|AUXILIAR ADMINISTRATIVO|Z_COORD_CREDITO_COBRANZA_1|01|FARMACON, S.A. DE C.V|K011|Farm La Paz
1325|AUXILIAR ADMINISTRATIVO|Z_JEFE_INVEN_AUDIT_OPERATIVAS|01|FARMACON, S.A. DE C.V|K011|Farm La Paz
1326|AUXILIAR ADMINISTRATIVO|Z_JEFE_INVEN_AUDIT_OPERATIVAS1|01|FARMACON, S.A. DE C.V|K011|Farm La Paz
1327|AUXILIAR ADMINISTRATIVO|Z_ADM_VISUALIZAR_CCF|01|FARMACON, S.A. DE C.V|K006|Farm Mochis
1328|AUXILIAR ADMINISTRATIVO|Z_COMUN|01|FARMACON, S.A. DE C.V|K006|Farm Mochis
1329|AUXILIAR ADMINISTRATIVO|Z_COORD_CREDITO_COBRANZA|01|FARMACON, S.A. DE C.V|K006|Farm Mochis
1330|AUXILIAR ADMINISTRATIVO|Z_COORD_CREDITO_COBRANZA_1|01|FARMACON, S.A. DE C.V|K006|Farm Mochis
1331|AUXILIAR ADMINISTRATIVO|Z_ING_GESTION_NOR|01|FARMACON, S.A. DE C.V|K006|Farm Mochis
